https://n5eil02u.ecs.nsidc.org/esir/5000005624133/264219955/processed_ATL03_20190916150733_12300405_006_02.h5,ATL03_20190916150733_12300405_006_02,geojsons/simplified_GRE_2200_CW.geojson,GrIS_2019_2200_CW,geojsons/GRE_2200_CW.geojson,1209.51,19724MB
https://n5eil02u.ecs.nsidc.org/esir/5000005624133/264220959/processed_ATL03_20190908023918_11000403_006_02.h5,ATL03_20190908023918_11000403_006_02,geojsons/simplified_GRE_2200_CW.geojson,GrIS_2019_2200_CW,geojsons/GRE_2200_CW.geojson,9.26,4121MB
https://n5eil02u.ecs.nsidc.org/esir/5000005624133/264221961/processed_ATL03_20190920145914_12910405_006_02.h5,ATL03_20190920145914_12910405_006_02,geojsons/simplified_GRE_2200_CW.geojson,GrIS_2019_2200_CW,geojsons/GRE_2200_CW.geojson,630.88,12202MB
https://n5eil02u.ecs.nsidc.org/esir/5000005624133/264222972/processed_ATL03_20190904153231_10470405_006_02.h5,ATL03_20190904153231_10470405_006_02,geojsons/simplified_GRE_2200_CW.geojson,GrIS_2019_2200_CW,geojsons/GRE_2200_CW.geojson,246.47,7205MB
https://n5eil02u.ecs.nsidc.org/esir/5000005624133/264223036/processed_ATL03_20190920021420_12830403_006_02.h5,ATL03_20190920021420_12830403_006_02,geojsons/simplified_GRE_2200_CW.geojson,GrIS_2019_2200_CW,geojsons/GRE_2200_CW.geojson,267.98,7484MB
https://n5eil02u.ecs.nsidc.org/esir/5000005624133/264223274/processed_ATL03_20190924020602_13440403_006_02.h5,ATL03_20190924020602_13440403_006_02,geojsons/simplified_GRE_2200_CW.geojson,GrIS_2019_2200_CW,geojsons/GRE_2200_CW.geojson,21.53,4280MB
https://n5eil02u.ecs.nsidc.org/esir/5000005624133/264224770/processed_ATL03_20190908152412_11080405_006_02.h5,ATL03_20190908152412_11080405_006_02,geojsons/simplified_GRE_2200_CW.geojson,GrIS_2019_2200_CW,geojsons/GRE_2200_CW.geojson,370.0,8810MB
https://n5eil02u.ecs.nsidc.org/esir/5000005624133/264227890/processed_ATL03_20190904024737_10390403_006_02.h5,ATL03_20190904024737_10390403_006_02,geojsons/simplified_GRE_2200_CW.geojson,GrIS_2019_2200_CW,geojsons/GRE_2200_CW.geojson,156.11,6030MB
https://n5eil02u.ecs.nsidc.org/esir/5000005624133/264231405/processed_ATL03_20190903155810_10320405_006_02.h5,ATL03_20190903155810_10320405_006_02,geojsons/simplified_GRE_2200_CW.geojson,GrIS_2019_2200_CW,geojsons/GRE_2200_CW.geojson,4.45,4058MB
https://n5eil02u.ecs.nsidc.org/esir/5000005624133/264233425/processed_ATL03_20190925014023_13590403_006_02.h5,ATL03_20190925014023_13590403_006_02,geojsons/simplified_GRE_2200_CW.geojson,GrIS_2019_2200_CW,geojsons/GRE_2200_CW.geojson,13.29,4173MB
https://n5eil02u.ecs.nsidc.org/esir/5000005624133/264237309/processed_ATL03_20190912023059_11610403_006_02.h5,ATL03_20190912023059_11610403_006_02,geojsons/simplified_GRE_2200_CW.geojson,GrIS_2019_2200_CW,geojsons/GRE_2200_CW.geojson,149.78,5948MB
https://n5eil02u.ecs.nsidc.org/esir/5000005624133/264246151/processed_ATL03_20190929013203_00330503_006_02.h5,ATL03_20190929013203_00330503_006_02,geojsons/simplified_GRE_2200_CW.geojson,GrIS_2019_2200_CW,geojsons/GRE_2200_CW.geojson,158.65,6063MB
https://n5eil02u.ecs.nsidc.org/esir/5000005624133/264247271/processed_ATL03_20190917144154_12450405_006_02.h5,ATL03_20190917144154_12450405_006_02,geojsons/simplified_GRE_2200_CW.geojson,GrIS_2019_2200_CW,geojsons/GRE_2200_CW.geojson,16.43,4214MB
https://n5eil02u.ecs.nsidc.org/esir/5000005624133/264247355/processed_ATL03_20190912151552_11690405_006_02.h5,ATL03_20190912151552_11690405_006_02,geojsons/simplified_GRE_2200_CW.geojson,GrIS_2019_2200_CW,geojsons/GRE_2200_CW.geojson,698.12,13076MB
https://n5eil02u.ecs.nsidc.org/esir/5000005624133/264248935/processed_ATL03_20190928015743_00180503_006_02.h5,ATL03_20190928015743_00180503_006_02,geojsons/simplified_GRE_2200_CW.geojson,GrIS_2019_2200_CW,geojsons/GRE_2200_CW.geojson,20.73,4270MB
https://n5eil02u.ecs.nsidc.org/esir/5000005624133/264250359/processed_ATL03_20190921143335_13060405_006_02.h5,ATL03_20190921143335_13060405_006_02,geojsons/simplified_GRE_2200_CW.geojson,GrIS_2019_2200_CW,geojsons/GRE_2200_CW.geojson,91.91,5195MB
https://n5eil02u.ecs.nsidc.org/esir/5000005624133/264250858/processed_ATL03_20190916022239_12220403_006_02.h5,ATL03_20190916022239_12220403_006_02,geojsons/simplified_GRE_2200_CW.geojson,GrIS_2019_2200_CW,geojsons/GRE_2200_CW.geojson,129.45,5683MB
https://n5eil02u.ecs.nsidc.org/esir/5000005624133/264251787/processed_ATL03_20190925142517_13670405_006_02.h5,ATL03_20190925142517_13670405_006_02,geojsons/simplified_GRE_2200_CW.geojson,GrIS_2019_2200_CW,geojsons/GRE_2200_CW.geojson,203.61,6647MB
https://n5eil02u.ecs.nsidc.org/esir/5000005624133/264281189/processed_ATL03_20190924145056_13520405_006_02.h5,ATL03_20190924145056_13520405_006_02,geojsons/simplified_GRE_2200_CW.geojson,GrIS_2019_2200_CW,geojsons/GRE_2200_CW.geojson,456.86,9940MB
https://n5eil02u.ecs.nsidc.org/esir/5000005624133/264283389/processed_ATL03_20190929141656_00410505_006_02.h5,ATL03_20190929141656_00410505_006_02,geojsons/simplified_GRE_2200_CW.geojson,GrIS_2019_2200_CW,geojsons/GRE_2200_CW.geojson,222.91,6898MB
