https://n5eil02u.ecs.nsidc.org/esir/5000005624143/264219611/processed_ATL03_20190914155851_12000405_006_02.h5,ATL03_20190914155851_12000405_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,8034MB,2460175KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/264219766/processed_ATL03_20190901040436_09940403_006_02.h5,ATL03_20190901040436_09940403_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,3397MB,1769125KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/264219831/processed_ATL03_20190930024041_00490503_006_02.h5,ATL03_20190930024041_00490503_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,1605MB,1549550KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/264219865/processed_ATL03_20190904170648_10480405_006_02.h5,ATL03_20190904170648_10480405_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,12529MB,3329000KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/264220007/processed_ATL03_20190907030457_10850403_006_02.h5,ATL03_20190907030457_10850403_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,7321MB,2322175KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/264220216/processed_ATL03_20190910160711_11390405_006_02.h5,ATL03_20190910160711_11390405_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,10485MB,2933950KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/264220531/processed_ATL03_20190915153312_12150405_006_02.h5,ATL03_20190915153312_12150405_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,9622MB,2766950KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/264220536/processed_ATL03_20190912165009_11700405_006_02.h5,ATL03_20190912165009_11700405_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,7730MB,2401225KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/264221285/processed_ATL03_20190926024902_13750403_006_02.h5,ATL03_20190926024902_13750403_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,1413MB,1526075KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/264221953/processed_ATL03_20190919152452_12760405_006_02.h5,ATL03_20190919152452_12760405_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,10600MB,2956125KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/264221961/processed_ATL03_20190920145914_12910405_006_02.h5,ATL03_20190920145914_12910405_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,1317MB,1514275KB
