ATL03_20211102003650_06191311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211103001111_06341311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211103111113_06411311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211104104534_06561311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211106002832_06801311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211107000251_06951311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211108103713_07171311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211110002011_07411311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211110235432_07561311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211112102856_07781311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211113100321_07931311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211114001154_08021311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211114234615_08171311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211115232034_08321311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211116102037_08391311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211117095458_08541311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211118233755_08781311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211119231218_08931311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211120101217_09001311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211121094638_09151311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211122232934_09391311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211123230355_09541311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211124100357_09611311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211125093819_09761311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211126232113_10001311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211127225534_10151311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211128095536_10221311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211129092957_10371311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211130231253_10611311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211201224714_10761311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211202094716_10831311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211203092136_10981311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211204230433_11221311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211205223855_11371311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211207091318_11591311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211208225616_11831311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211209223038_11981311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211211090458_12201311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211212083920_12351311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211212224757_12441311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211213222217_12591311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211215085640_12811311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211216083100_12961311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211217221357_13201311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211218214818_13351311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211219084819_13421311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211220082239_13571311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211221220536_13811311_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211222213957_00091411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211223083958_00161411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211224081418_00311411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211225215716_00551411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211226213137_00701411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211227083138_00771411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211228080559_00921411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211229214856_01161411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211230212316_01311411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20211231082318_01381411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20220101075739_01531411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20220102214036_01771411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20220103211457_01921411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20220105074918_02141411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20220106213217_02381411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20220107210638_02531411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20220109074101_02751411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20220110071522_02901411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20220110212358_02991411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20220111205819_03141411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20220113073241_03361411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20220114070702_03511411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20220114211539_03601411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20220115205000_03751411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20220116202421_03901411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20220117072423_03971411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20220118065843_04121411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20220119204140_04361411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20220120201600_04511411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20220121071602_04581411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20220122065023_04731411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20220123203319_04971411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20220124200740_05121411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20220125070742_05191411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
ATL03_20220126064202_05341411_005_01.h5,geojsons/waismeltregions_byrd.geojson,AIS_2021-22_waismeltregions_byrd
