granule_url,granule_id,polygon,descriptor,polygon_full,size_mb,mem_request,dsk_request
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/264257963/processed_ATL03_20190927150816_00110505_006_02.h5,ATL03_20190927150816_00110505_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,505.5,10572MB,3348000KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/264263961/processed_ATL03_20190925155934_13680405_006_02.h5,ATL03_20190925155934_13680405_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,453.27,9893MB,3208720KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/264268224/processed_ATL03_20190921160753_13070405_006_02.h5,ATL03_20190921160753_13070405_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,392.26,9100MB,3046027KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/264268495/processed_ATL03_20190923151635_13370405_006_02.h5,ATL03_20190923151635_13370405_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,471.82,10134MB,3258187KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/264272434/processed_ATL03_20190929155114_00420505_006_02.h5,ATL03_20190929155114_00420505_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,411.39,9349MB,3097040KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/264279985/processed_ATL03_20190922154214_13220405_006_02.h5,ATL03_20190922154214_13220405_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,304.59,7960MB,2812240KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/264281189/processed_ATL03_20190924145056_13520405_006_02.h5,ATL03_20190924145056_13520405_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,141.3,5837MB,2376800KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/264283914/processed_ATL03_20190928144236_00260505_006_02.h5,ATL03_20190928144236_00260505_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,522.05,10787MB,3392134KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/264292546/processed_ATL03_20190928161653_00270505_006_02.h5,ATL03_20190928161653_00270505_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,125.67,5634MB,2335120KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266477474/processed_ATL03_20190504094849_05520303_006_02.h5,ATL03_20190504094849_05520303_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,755.73,13825MB,4015280KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266477972/processed_ATL03_20190505092310_05670303_006_02.h5,ATL03_20190505092310_05670303_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,387.38,9036MB,3033014KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266483924/processed_ATL03_20190506085731_05820303_006_02.h5,ATL03_20190506085731_05820303_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,700.89,13112MB,3869040KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266486042/processed_ATL03_20190501093130_05060303_006_02.h5,ATL03_20190501093130_05060303_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,445.87,9797MB,3188987KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266488651/processed_ATL03_20190510084911_06430303_006_02.h5,ATL03_20190510084911_06430303_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,951.65,16372MB,4537734KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266490549/processed_ATL03_20190512093209_06740303_006_02.h5,ATL03_20190512093209_06740303_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,357.78,8652MB,2954080KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266496296/processed_ATL03_20190509091450_06280303_006_02.h5,ATL03_20190509091450_06280303_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,419.99,9460MB,3119974KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266503689/processed_ATL03_20190502090550_05210303_006_02.h5,ATL03_20190502090550_05210303_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,855.35,15120MB,4280934KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266514554/processed_ATL03_20190508094029_06130303_006_02.h5,ATL03_20190508094029_06130303_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,523.65,10808MB,3396400KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266606128/processed_ATL03_20190516092348_07350303_006_02.h5,ATL03_20190516092348_07350303_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,347.62,8520MB,2926987KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266607650/processed_ATL03_20190519080649_07800303_006_02.h5,ATL03_20190519080649_07800303_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,297.81,7872MB,2794160KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266607888/processed_ATL03_20190526081547_08870303_006_02.h5,ATL03_20190526081547_08870303_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,393.06,9110MB,3048160KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266608084/processed_ATL03_20190517085808_07500303_006_02.h5,ATL03_20190517085808_07500303_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,555.53,11222MB,3481414KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266608089/processed_ATL03_20190522082407_08260303_006_02.h5,ATL03_20190522082407_08260303_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,470.56,10118MB,3254827KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266610530/processed_ATL03_20190514084050_07040303_006_02.h5,ATL03_20190514084050_07040303_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,570.72,11420MB,3521920KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266610943/processed_ATL03_20190530080727_09480303_006_02.h5,ATL03_20190530080727_09480303_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,448.87,9836MB,3196987KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266610949/processed_ATL03_20190515081511_07190303_006_02.h5,ATL03_20190515081511_07190303_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,228.79,6975MB,2610107KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266612126/processed_ATL03_20190524090706_08570303_006_02.h5,ATL03_20190524090706_08570303_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,1.15,4015MB,2003067KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266612221/processed_ATL03_20190531074148_09630303_006_02.h5,ATL03_20190531074148_09630303_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,539.57,11015MB,3438854KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266612282/processed_ATL03_20190529083307_09330303_006_02.h5,ATL03_20190529083307_09330303_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,732.37,13521MB,3952987KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266614994/processed_ATL03_20190525084127_08720303_006_02.h5,ATL03_20190525084127_08720303_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,556.88,11240MB,3485014KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266615825/processed_ATL03_20190523204321_08490305_006_02.h5,ATL03_20190523204321_08490305_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,43.91,4571MB,2117094KB
https://n5eil02u.ecs.nsidc.org/esir/5000005624143/266617235/processed_ATL03_20190506231641_05910305_006_02.h5,ATL03_20190506231641_05910305_006_02,geojsons/simplified_GRE_2200_NW.geojson,GrIS_2019_2200_NW,geojsons/GRE_2200_NW.geojson,1.0,4013MB,2002667KB
