,granule,geojson,description,geojson_full,fn,hold_reason,is_memory
0,ATL03_20181207172913_10700112_006_02.h5,geojsons/simplified_ANT_1000_Peninsula_Ipp-J.geojson,AIS_2018-19_1000_Peninsula_Ipp-J,geojsons/ANT_1000_Peninsula_Ipp-J.geojson,logs/job_AIS_2018-19_1000_Peninsula_Ipp-J-197768_ATL03_20181207172913_10700112_006_02.h5-18.log,memory usage exceeded request_memory,True
1,ATL03_20190728160425_04670405_006_02.h5,geojsons/simplified_GRE_2000_NE.geojson,GrIS_2019_2000_NE,geojsons/GRE_2000_NE.geojson,logs/job_GrIS_2019_2000_NE-197768_ATL03_20190728160425_04670405_006_02.h5-151.log,memory usage exceeded request_memory,True
2,ATL03_20220525145029_09701505_006_01.h5,geojsons/simplified_GRE_2000_NE.geojson,GrIS_2022_2000_NE,geojsons/GRE_2000_NE.geojson,logs/job_GrIS_2022_2000_NE-197768_ATL03_20220525145029_09701505_006_01.h5-179.log,memory usage exceeded request_memory,True
3,ATL03_20220726115427_05281605_006_02.h5,geojsons/simplified_GRE_2000_NE.geojson,GrIS_2022_2000_NE,geojsons/GRE_2000_NE.geojson,logs/job_GrIS_2022_2000_NE-197768_ATL03_20220726115427_05281605_006_02.h5-192.log,memory usage exceeded request_memory,True
4,ATL03_20190130144951_05060212_006_02.h5,geojsons/simplified_ANT_1000_Peninsula_I-Ipp.geojson,AIS_2018-19_1000_Peninsula_I-Ipp,geojsons/ANT_1000_Peninsula_I-Ipp.geojson,logs/job_AIS_2018-19_1000_Peninsula_I-Ipp-197768_ATL03_20190130144951_05060212_006_02.h5-57.log,Job was held manually.,False
5,ATL03_20221130052636_10761711_006_01.h5,geojsons/simplified_ANT_1000_East_E-Ep.geojson,AIS_2022_1000_East_E-Ep,geojsons/ANT_1000_East_E-Ep.geojson,logs/job_AIS_2022_1000_East_E-Ep-197768_ATL03_20221130052636_10761711_006_01.h5-315.log,Job was held manually.,False
