,granule,geojson,description,geojson_full,fn,hold_reason,is_memory
10,ATL03_20220822112150_09401605_006_01.h5,geojsons/simplified_GRE_2000_NO.geojson,GrIS_2022_2000_NO,geojsons/GRE_2000_NO.geojson,logs/job_GrIS_2022_2000_NO-2274115_ATL03_20220822112150_09401605_006_01.h5-10.log,The job restarted too many times,False
11,ATL03_20190807163046_06200405_006_02.h5,geojsons/simplified_GRE_2000_SE.geojson,GrIS_2019_2000_SE,geojsons/GRE_2000_SE.geojson,logs/job_GrIS_2019_2000_SE-2274115_ATL03_20190807163046_06200405_006_02.h5-11.log,The job restarted too many times,False
12,ATL03_20190801173024_05290405_006_02.h5,geojsons/simplified_GRE_2000_CW.geojson,GrIS_2019_2000_CW,geojsons/GRE_2000_CW.geojson,logs/job_GrIS_2019_2000_CW-2274115_ATL03_20190801173024_05290405_006_02.h5-12.log,The job restarted too many times,False
13,ATL03_20200730000939_05290805_006_01.h5,geojsons/simplified_GRE_2000_CW.geojson,GrIS_2020_2000_CW,geojsons/GRE_2000_CW.geojson,logs/job_GrIS_2020_2000_CW-2274115_ATL03_20200730000939_05290805_006_01.h5-13.log,The job restarted too many times,False
14,ATL03_20190510071453_06420303_006_02.h5,geojsons/simplified_GRE_2000_NO.geojson,GrIS_2019_2000_NO,geojsons/GRE_2000_NO.geojson,logs/job_GrIS_2019_2000_NO-2274115_ATL03_20190510071453_06420303_006_02.h5-14.log,The job restarted too many times,False
15,ATL03_20190512204245_06810305_006_02.h5,geojsons/simplified_GRE_2000_NO.geojson,GrIS_2019_2000_NO,geojsons/GRE_2000_NO.geojson,logs/job_GrIS_2019_2000_NO-2274115_ATL03_20190512204245_06810305_006_02.h5-15.log,The job restarted too many times,False
16,ATL03_20200507135402_06420703_006_01.h5,geojsons/simplified_GRE_2000_NO.geojson,GrIS_2020_2000_NO,geojsons/GRE_2000_NO.geojson,logs/job_GrIS_2020_2000_NO-2274115_ATL03_20200507135402_06420703_006_01.h5-16.log,The job restarted too many times,False
17,ATL03_20210508100114_06811105_006_01.h5,geojsons/simplified_GRE_2000_NO.geojson,GrIS_2021_2000_NO,geojsons/GRE_2000_NO.geojson,logs/job_GrIS_2021_2000_NO-2274115_ATL03_20210508100114_06811105_006_01.h5-17.log,The job restarted too many times,False
18,ATL03_20220506164046_06811505_006_01.h5,geojsons/simplified_GRE_2000_NO.geojson,GrIS_2022_2000_NO,geojsons/GRE_2000_NO.geojson,logs/job_GrIS_2022_2000_NO-2274115_ATL03_20220506164046_06811505_006_01.h5-18.log,The job restarted too many times,False
19,ATL03_20230502095208_06421903_006_01.h5,geojsons/simplified_GRE_2000_NO.geojson,GrIS_2023_2000_NO,geojsons/GRE_2000_NO.geojson,logs/job_GrIS_2023_2000_NO-2274115_ATL03_20230502095208_06421903_006_01.h5-19.log,The job restarted too many times,False
20,ATL03_20190507083151_05970303_006_02.h5,geojsons/simplified_GRE_2000_SE.geojson,GrIS_2019_2000_SE,geojsons/GRE_2000_SE.geojson,logs/job_GrIS_2019_2000_SE-2274115_ATL03_20190507083151_05970303_006_02.h5-20.log,The job restarted too many times,False
21,ATL03_20190508205105_06200305_006_02.h5,geojsons/simplified_GRE_2000_SE.geojson,GrIS_2019_2000_SE,geojsons/GRE_2000_SE.geojson,logs/job_GrIS_2019_2000_SE-2274115_ATL03_20190508205105_06200305_006_02.h5-21.log,The job restarted too many times,False
22,ATL03_20200504151059_05970703_006_01.h5,geojsons/simplified_GRE_2000_SE.geojson,GrIS_2020_2000_SE,geojsons/GRE_2000_SE.geojson,logs/job_GrIS_2020_2000_SE-2274115_ATL03_20200504151059_05970703_006_01.h5-22.log,The job restarted too many times,False
23,ATL03_20210502215019_05971103_006_01.h5,geojsons/simplified_GRE_2000_SE.geojson,GrIS_2021_2000_SE,geojsons/GRE_2000_SE.geojson,logs/job_GrIS_2021_2000_SE-2274115_ATL03_20210502215019_05971103_006_01.h5-23.log,The job restarted too many times,False
24,ATL03_20210504100933_06201105_006_01.h5,geojsons/simplified_GRE_2000_SE.geojson,GrIS_2021_2000_SE,geojsons/GRE_2000_SE.geojson,logs/job_GrIS_2021_2000_SE-2274115_ATL03_20210504100933_06201105_006_01.h5-24.log,The job restarted too many times,False
25,ATL03_20220511191525_07591505_006_01.h5,geojsons/simplified_GRE_2000_NW.geojson,GrIS_2022_2000_NW,geojsons/GRE_2000_NW.geojson,logs/job_GrIS_2022_2000_NW-2274115_ATL03_20220511191525_07591505_006_01.h5-25.log,The job restarted too many times,False
26,ATL03_20210116130731_03591012_006_01.h5,geojsons/simplified_ANT_1000_East_Dp-E.geojson,AIS_2020-21_1000_East_Dp-E,geojsons/ANT_1000_East_Dp-E.geojson,logs/job_AIS_2020-21_1000_East_Dp-E-2274115_ATL03_20210116130731_03591012_006_01.h5-26.log,The job restarted too many times,False
27,ATL03_20220726132845_05291605_006_02.h5,geojsons/simplified_GRE_2000_CW.geojson,GrIS_2022_2000_CW,geojsons/GRE_2000_CW.geojson,logs/job_GrIS_2022_2000_CW-2274115_ATL03_20220726132845_05291605_006_02.h5-27.log,The job restarted too many times,False
28,ATL03_20190503225412_05450304_006_02.h5,geojsons/simplified_GRE_2000_NO.geojson,GrIS_2019_2000_NO,geojsons/GRE_2000_NO.geojson,logs/job_GrIS_2019_2000_NO-2274115_ATL03_20190503225412_05450304_006_02.h5-28.log,The job restarted too many times,False
29,ATL03_20200510032155_06810705_006_01.h5,geojsons/simplified_GRE_2000_NO.geojson,GrIS_2020_2000_NO,geojsons/GRE_2000_NO.geojson,logs/job_GrIS_2020_2000_NO-2274115_ATL03_20200510032155_06810705_006_01.h5-29.log,The job restarted too many times,False
30,ATL03_20200506033014_06200705_006_01.h5,geojsons/simplified_GRE_2000_SE.geojson,GrIS_2020_2000_SE,geojsons/GRE_2000_SE.geojson,logs/job_GrIS_2020_2000_SE-2274115_ATL03_20200506033014_06200705_006_01.h5-30.log,The job restarted too many times,False
31,ATL03_20220501042951_05971503_006_01.h5,geojsons/simplified_GRE_2000_SE.geojson,GrIS_2022_2000_SE,geojsons/GRE_2000_SE.geojson,logs/job_GrIS_2022_2000_SE-2274115_ATL03_20220501042951_05971503_006_01.h5-31.log,The job restarted too many times,False
32,ATL03_20220502164904_06201505_006_01.h5,geojsons/simplified_GRE_2000_SE.geojson,GrIS_2022_2000_SE,geojsons/GRE_2000_SE.geojson,logs/job_GrIS_2022_2000_SE-2274115_ATL03_20220502164904_06201505_006_01.h5-32.log,The job restarted too many times,False
33,ATL03_20221116173514_08701710_006_01.h5,geojsons/simplified_ANT_1000_East_Dp-E.geojson,AIS_2022_1000_East_Dp-E,geojsons/ANT_1000_East_Dp-E.geojson,logs/job_AIS_2022_1000_East_Dp-E-2274115_ATL03_20221116173514_08701710_006_01.h5-33.log,The job restarted too many times,False
