,granule,geojson,description,geojson_full,fn,hold_reason,is_memory
0,ATL03_20211115060906_08211312_006_01.h5,geojsons/simplified_ANT_1000_East_Ap-B.geojson,AIS_2021-22_1000_East_Ap-B,geojsons/ANT_1000_East_Ap-B.geojson,logs/job_AIS_2021-22_1000_East_Ap-B-114219_ATL03_20211115060906_08211312_006_01.h5-0.log,Job was held manually.,False
1,ATL03_20211117051749_08511312_006_01.h5,geojsons/simplified_ANT_1000_East_Ap-B.geojson,AIS_2021-22_1000_East_Ap-B,geojsons/ANT_1000_East_Ap-B.geojson,logs/job_AIS_2021-22_1000_East_Ap-B-114219_ATL03_20211117051749_08511312_006_01.h5-7.log,Job was held manually.,False
2,ATL03_20211117065206_08521312_006_01.h5,geojsons/simplified_ANT_1000_East_Ap-B.geojson,AIS_2021-22_1000_East_Ap-B,geojsons/ANT_1000_East_Ap-B.geojson,logs/job_AIS_2021-22_1000_East_Ap-B-114219_ATL03_20211117065206_08521312_006_01.h5-8.log,Job was held manually.,False
3,ATL03_20211117173844_08591310_006_01.h5,geojsons/simplified_ANT_1000_East_Ap-B.geojson,AIS_2021-22_1000_East_Ap-B,geojsons/ANT_1000_East_Ap-B.geojson,logs/job_AIS_2021-22_1000_East_Ap-B-114219_ATL03_20211117173844_08591310_006_01.h5-9.log,Job was held manually.,False
4,ATL03_20211118171305_08741310_006_01.h5,geojsons/simplified_ANT_1000_East_Ap-B.geojson,AIS_2021-22_1000_East_Ap-B,geojsons/ANT_1000_East_Ap-B.geojson,logs/job_AIS_2021-22_1000_East_Ap-B-114219_ATL03_20211118171305_08741310_006_01.h5-11.log,Job was held manually.,False
5,ATL03_20211118184722_08751310_006_01.h5,geojsons/simplified_ANT_1000_East_Ap-B.geojson,AIS_2021-22_1000_East_Ap-B,geojsons/ANT_1000_East_Ap-B.geojson,logs/job_AIS_2021-22_1000_East_Ap-B-114219_ATL03_20211118184722_08751310_006_01.h5-12.log,Job was held manually.,False
6,ATL03_20211119060050_08821312_006_01.h5,geojsons/simplified_ANT_1000_East_Ap-B.geojson,AIS_2021-22_1000_East_Ap-B,geojsons/ANT_1000_East_Ap-B.geojson,logs/job_AIS_2021-22_1000_East_Ap-B-114219_ATL03_20211119060050_08821312_006_01.h5-13.log,Job was held manually.,False
7,ATL03_20211119182145_08901310_006_01.h5,geojsons/simplified_ANT_1000_East_Ap-B.geojson,AIS_2021-22_1000_East_Ap-B,geojsons/ANT_1000_East_Ap-B.geojson,logs/job_AIS_2021-22_1000_East_Ap-B-114219_ATL03_20211119182145_08901310_006_01.h5-16.log,Job was held manually.,False
8,ATL03_20211120070926_08981312_006_01.h5,geojsons/simplified_ANT_1000_East_Ap-B.geojson,AIS_2021-22_1000_East_Ap-B,geojsons/ANT_1000_East_Ap-B.geojson,logs/job_AIS_2021-22_1000_East_Ap-B-114219_ATL03_20211120070926_08981312_006_01.h5-18.log,Job was held manually.,False
9,ATL03_20211120162146_09041310_006_01.h5,geojsons/simplified_ANT_1000_East_Ap-B.geojson,AIS_2021-22_1000_East_Ap-B,geojsons/ANT_1000_East_Ap-B.geojson,logs/job_AIS_2021-22_1000_East_Ap-B-114219_ATL03_20211120162146_09041310_006_01.h5-19.log,Job was held manually.,False
