lat,lon,xatc,depth,conf,h_fit_surf,h_fit_bed,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,AOT,WVP,SCL,MSK_CLDPRB,MSK_SNWPRB,cloudScore,ndwi,SZA,SAA,VZA_B1,VZA_B2,VZA_B3,VZA_B4,VZA_B5,VZA_B6,VZA_B7,VZA_B8,VZA_B8A,VZA_B9,VZA_B11,VZA_B12,VAA_B1,VAA_B2,VAA_B3,VAA_B4,VAA_B5,VAA_B6,VAA_B7,VAA_B8,VAA_B8A,VAA_B9,VAA_B11,VAA_B12,tdiff_sec,plot_id,S2_id,IS2_id
67.09112394318659,-49.134992801964785,76.5,0.0,1.0,0.0,0.0,5078.995283018869,4267.725786163523,4117.938364779874,3982.322641509434,4456.5817610062895,4092.4408805031444,3624.866352201258,3266.9981132075477,3271.4896226415103,3638.5424528301883,80.66572327044024,84.30566037735848,95.0,1123.587106918239,11,0,85.86069182389937,1.0657232704402517,0.03459411749593699,44.429069361742805,176.7975020072314,2.977289625835376,2.4638662379658562,2.535124928908766,2.6265631901115123,2.6852207144164453,2.75092339501378,2.821896326533661,2.4956843171342697,2.8990570385041563,3.0657612538460324,2.7350445806404893,2.910726648506901,332.5752666002082,306.7204450125923,313.3961076058639,319.17795582951624,322.12101509227296,324.96521274509587,327.655489193668,310.1014123122478,330.23178306031065,334.93144269042364,326.75626148178867,333.4214803920056,112264,0,S2A_MSIL2A_20200707T150921_N0214_R025_T22WEV_20200707T192438,lake_greenland_melling_1_00
67.09107942112342,-49.13500635074737,81.5,0.0,1.0,0.0,0.0,5066.0,4324.35952231301,4188.43746071653,4107.103079824009,4476.5034569453155,4114.028912633563,3645.839409176618,3373.2300439974856,3293.1810182275285,3632.0,80.3397234443746,84.78944060339407,95.0,1126.8356379635445,11,0,86.88812067881834,1.161847894406034,0.025767349360469833,44.4290699119593,176.79765073139637,2.9775865410050573,2.464217740829058,2.5354680152013955,2.6268957108942192,2.685546751612016,2.75124226614024,2.8222076954720863,2.49603221095337,2.8993607338181717,3.066049959740309,2.7353691155945628,2.911033608535468,332.5657166145128,306.71691671614064,313.3907789060039,319.17119381272016,322.11356953560124,324.9571477786511,327.646862866413,310.0969650063377,330.22266671956226,334.9214950652294,326.744674028872,333.40801768043985,112264,1,S2A_MSIL2A_20200707T150921_N0214_R025_T22WEV_20200707T192438,lake_greenland_melling_1_00
67.09103489829386,-49.1350198810821,86.5,0.0,1.0,0.0,0.0,5066.0,4464.791705937795,4326.260760289036,4235.913917687717,4542.541941564561,4176.493245366007,3743.156456173421,3496.8941250392713,3381.2557335846686,3632.0,82.95570216776626,86.24410933081998,95.0,1127.1793905120956,11,0,90.71347785108388,1.1847313854853911,0.026305658201858186,44.42907045498697,176.79779945696484,2.9778835136210624,2.4645692817936453,2.5358111445790015,2.627228279110543,2.6858728386952455,2.751561188742624,2.8225191177808986,2.4963801453334526,2.899664483577782,3.0663387236143964,2.735693724720971,2.9113406483552042,332.5561487284718,306.71338219789226,313.3854409663841,319.16441994842614,322.1061107933848,324.9490683530015,327.63822086874984,310.0925099426794,330.2135335668512,334.9115285029452,326.7330514616348,333.394513450702,112264,2,S2A_MSIL2A_20200707T150921_N0214_R025_T22WEV_20200707T192438,lake_greenland_melling_1_00
67.09099037446337,-49.13503339097404,91.5,0.0,1.0,0.0,0.0,5066.0,4598.419101476594,4444.618284637135,4319.19698397738,4612.623625510525,4243.196983977379,3853.1998114985863,3592.6666666666665,3480.2400251335216,3632.0,85.89066918001885,88.10775997486647,95.0,1127.2865221489162,11,0,94.98083568960102,1.108702481935281,0.03131129607100586,44.429070990027064,176.79794818459487,2.978180547464925,2.464920865320621,2.53615432139929,2.6275608989880954,2.686198979814971,2.7518801668762563,2.822830597422741,2.496728124690869,2.8999682916467595,3.0666275491448824,2.7360184121457056,2.9116477718702347,332.5465627912761,306.7098414011607,313.3800937024166,319.157634129852,322.09863874823367,324.9409743409265,327.6295630646628,310.0880470502482,330.2043834583074,334.9015428463172,326.7213936118751,333.3809675074703,112264,3,S2A_MSIL2A_20200707T150921_N0214_R025_T22WEV_20200707T192438,lake_greenland_melling_1_00
67.09094584968653,-49.13504688153709,96.5,0.0,1.0,0.0,0.0,5066.0,4722.067839195981,4562.400753768845,4430.505025125628,4671.679648241206,4299.402010050251,3948.904836683417,3708.6771356783925,3566.1890703517593,3632.0,88.45445979899499,89.73806532663318,95.0,1127.4331030150756,11,0,98.67650753768847,1.0222989949748744,0.031855830966057395,44.42907151751622,176.79809691416713,2.9784776408382356,2.4652724895054314,2.5364975437795345,2.627893568681319,2.686525173148322,2.7521991987530265,2.8231421326435067,2.4970761471271796,2.900272156310304,3.066916434678095,2.736343175901339,2.9119549771834294,332.5369589989131,306.7062943975124,313.3747372202189,319.15083649164,322.09115354891054,324.9328659044194,327.62088962847423,310.083576418182,330.1952165795103,334.891538301159,326.7097007923418,333.36738021788005,112264,4,S2A_MSIL2A_20200707T150921_N0214_R025_T22WEV_20200707T192438,lake_greenland_melling_1_00
67.09090132379772,-49.13506034572507,101.5,0.0,1.0,0.0,0.0,5066.0,4765.452605147521,4617.254237288136,4508.824858757063,4691.198995605776,4319.480539861897,3984.0467671060896,3793.005021971124,3593.768675455117,3632.0,89.691776522285,90.25863151286882,95.0,1128.1318267419963,11,0,99.88418079096049,1.0,0.02767091532351185,44.42907203470533,176.79824564581313,2.9787748026574787,2.465624164692135,2.53684082186344,2.6282262980656457,2.6868514284089624,2.752518293875819,2.823453732742647,2.49742422290476,2.900576086642063,3.0672053888867628,2.736668025889492,2.9122622737223587,332.52733676436935,306.7027409689309,313.36937119629687,319.14402662474333,322.08365474468127,324.9247425537178,327.61220003480577,310.07909777447793,330.18603237274573,334.8815142529323,326.6979722109395,333.3537506559044,112264,5,S2A_MSIL2A_20200707T150921_N0214_R025_T22WEV_20200707T192438,lake_greenland_melling_1_00
67.09085679699811,-49.13507378830931,106.5,0.0,1.0,0.0,0.0,5066.0,4720.622724419334,4577.170119271812,4516.922787193973,4699.519460138104,4333.39736346516,3989.6198995605764,3822.8430634023844,3580.451349654738,3632.0,90.9365976145637,91.17859384808538,95.0,1130.1490897677338,11,0,99.41902071563086,1.0,0.02205130540025732,44.429072543463924,176.79839437914166,2.979072026131762,2.4659758830891616,2.5371841479905037,2.6285590796667053,2.687177738235258,2.752837445036002,2.8237653906604994,2.49777234428165,2.9008800757492463,3.0674944051633677,2.736992954456264,2.9125696541673785,332.51769664529456,306.6991813207412,313.363995935311,319.13720491508525,322.07614276136826,324.9166047519919,327.6034947812744,310.0746113751375,330.17683136697434,334.8714712862975,326.68620868909557,333.34007978394476,112264,6,S2A_MSIL2A_20200707T150921_N0214_R025_T22WEV_20200707T192438,lake_greenland_melling_1_00
67.09081226979046,-49.135087222475036,111.5,0.0,1.0,0.0,0.0,5066.0,4654.2120451693845,4508.095357590967,4467.573400250942,4715.2139272271015,4354.098494353827,3996.4516938519455,3795.439146800502,3565.56148055207,3632.0,92.35257214554579,92.55144291091592,95.0,1132.7358845671263,11,0,98.91217063989963,0.9833751568381431,0.020460758042949417,44.42907304895429,176.79854311325545,2.9793692929943187,2.4663276236557077,2.537527501493096,2.6288918933349414,2.687504082791104,2.753156632815683,2.8240770873854277,2.4981204903626546,2.9011841050735043,3.067783465736118,2.73731794112829,2.912877098969765,332.50804003017697,306.69561596547624,313.3586121978186,319.1303723255959,322.0686186610358,324.9084536540878,327.59477510803094,310.0701178593527,330.16761487990715,334.86141085632977,326.6744122168628,333.3263699321286,112264,7,S2A_MSIL2A_20200707T150921_N0214_R025_T22WEV_20200707T192438,lake_greenland_melling_1_00
67.09076774044168,-49.13510061246616,116.5,0.0,1.0,0.0,0.0,5066.0,4556.516776418941,4433.160238319223,4399.478206334275,4731.693007212292,4373.798996550643,4002.6748196926933,3726.459078080903,3553.222013170272,3632.0,93.5747883349012,93.89087488240828,95.0,1135.2759485732204,11,0,98.4985888993415,0.8667293822514895,0.017534463829767605,44.429073537135,176.7986918518026,2.979666655085697,2.4666794464042447,2.5378709412503353,2.6292247964144275,2.6878305184917832,2.7534759124230583,2.8243888769489676,2.4984687207052203,2.9014882273455536,3.0680726210340765,2.7376430436717194,2.913184663184042,332.4983633723034,306.69204359074087,313.3532180351336,319.12352639010334,322.0610797247904,324.90028630483266,327.58603784341256,310.06561558950114,330.15837954342715,334.8513292485293,326.6625778599053,333.3126153277157,112264,8,S2A_MSIL2A_20200707T150921_N0214_R025_T22WEV_20200707T192438,lake_greenland_melling_1_00
67.09072320939393,-49.135113961116545,121.5,0.0,1.0,0.0,0.0,5079.241768579492,4509.320790216369,4424.954531201003,4397.984321103794,4750.460959548448,4387.815929758544,4009.7566635308876,3693.512072750079,3555.7801818751964,3639.8682972718725,93.93697083725306,94.24835371589843,95.0,1138.6961429915334,11,0,98.4882408278457,0.7080589526497335,0.012499456089258525,44.42907400914994,176.7988405934768,2.979964106089411,2.46703134402518,2.5382144600898564,2.629557781920063,2.68815703846619,2.753795277131715,2.824700752769496,2.49881702805379,2.9017924361410894,3.0683618649126503,2.7379682550111513,2.913492340061948,332.48866710897215,306.68846435737373,313.34781368655763,319.1166674119196,322.0535262872731,324.8921030680546,327.5772833781533,310.06110476642493,330.1491257726134,334.8412269210504,326.6507062588268,333.2988167207468,112264,9,S2A_MSIL2A_20200707T150921_N0214_R025_T22WEV_20200707T192438,lake_greenland_melling_1_00
